compare even impact,Chibi,85,8.03
son administration reduce,Realistic,433,3.47
TV I fire,Moe,84,8.24
candidate term action,Komodo,302,6.37
crime understand including,Chibi,284,1.23
century reveal ever,Komodo,347,4.31
finish whose write,Dzesei,131,3.12
red least region,Chibi,429,4.12
rather result long,Moe,495,2.73
baby drive week,Senen,179,9.52
part fund and,Senen,171,3.15
hold step indeed,Multiplication,428,9.75
create present paper,Senen,326,2.36
move bed fall,Komodo,430,4.02
wall box story,Dzesei,279,1.19
within act help,Realistic,352,7.62
while to true,Realistic,329,4.4
break glass successful,Realistic,111,9.05
size sing hold,Komodo,107,3.36
magazine hour bad,Seinen,174,5.4
we side true,Komodo,423,9.15
nor not keep,Moe,273,6.47
heart woman plant,Chibi,422,6.11
list gun race,Multiplication,284,6.24
born movement election,Sedze,478,3.11
thought already network,Multiplication,218,6.22
face get doctor,Komodo,254,2.2
young recognize system,Realistic,53,5.22
stop need indicate,Multiplication,328,4.25
among many early,Moe,282,9.31
also avoid during,Sedze,234,7.36
around movie reach,Moe,472,5.42
light cultural keep,Komodo,115,9.79
ready describe car,Multiplication,271,2.87
mission brother all,Seinen,276,2.05
Congress treat ago,Sedze,340,5.83
recent wear little,Multiplication,64,7.72
might professor out,Seinen,321,2.54
civil move street,Sedze,229,4.69
color spring real,Seinen,228,7.97
capital raise accept,Realistic,177,9.4
keep computer everyone,Multiplication,398,6.2
less then go,Senen,109,3.77
student fund address,Sedze,253,1.14
hard community notice,Chibi,467,5.95
small move else,Multiplication,316,9.16
every focus break,Moe,434,7.25
school piece grow,Seinen,128,5.51
federal seek piece,Sedze,65,8.81
star out form,Dzesei,84,3.68
finally program reveal,Multiplication,329,5.35
guess night local,Realistic,441,2.61
military wait example,Dzesei,300,1.72
eight movement say,Senen,464,8.21
that manager letter,Dzesei,432,8.85
report baby question,Sedze,423,4.66
military particularly instead,Dzesei,164,9.51
our decision she,Dzesei,74,7.86
television myself into,Moe,54,9.11
win lawyer for,Sedze,414,1.51
bill north government,Senen,286,5.67
better south reveal,Dzesei,167,1.84
result office must,Komodo,102,5.87
because sort interest,Moe,153,5.25
he building partner,Moe,379,6.93
look college what,Chibi,399,2.78
morning situation glass,Realistic,277,7.79
simply official probably,Moe,128,7.35
car strong provide,Sedze,181,1.13
six power population,Moe,302,3.75
figure task country,Moe,52,2.88
network accept trade,Dzesei,84,3.45
better understand town,Seinen,82,2.01
size deal question,Moe,259,2.76
arrive job foreign,Chibi,306,8.52
politics my worker,Multiplication,308,8.13
note month station,Moe,207,3.54
leave apply table,Seinen,392,4.66
way difference role,Moe,121,7.7
pass could even,Senen,83,2.95
perhaps wear offer,Moe,272,3.34
choose my now,Multiplication,149,4.74
write enjoy blue,Multiplication,354,5.7
then chair read,Moe,123,4.08
really up TV,Moe,265,1.94
make detail some,Dzesei,367,6.65
feel need while,Dzesei,367,1.62
operation compare information,Moe,338,7.76
second civil series,Multiplication,285,5.08
produce whose up,Dzesei,370,2.98
figure figure box,Moe,71,3.79
fish gun minute,Dzesei,428,7.62
kitchen set over,Realistic,200,4.11
explain civil cover,Seinen,398,2.49
court physical store,Komodo,296,6.22
appear police hold,Senen,159,9.63
determine night far,Sedze,352,6.49
find will worry,Komodo,187,7.37
she become coach,Chibi,282,9.9
instead reality authority,Komodo,193,7.54
through baby various,Seinen,108,8.43
state why Mr,Sedze,156,5.45
everyone there similar,Moe,475,8.32
time similar scientist,Komodo,420,9.44
author field away,Dzesei,461,2.58
east evening three,Realistic,278,5.01
bank appear type,Chibi,409,1.97
now recently woman,Komodo,197,3.01
much degree federal,Realistic,280,8.24
figure effect financial,Realistic,137,8.44
system value example,Komodo,254,4.83
fire sell religious,Sedze,317,3.89
product quite right,Senen,270,5.01
than admit loss,Chibi,282,1.87
term something four,Seinen,473,5.39
pick could structure,Dzesei,187,5.33
edge space tax,Dzesei,367,7.23
pay to there,Komodo,370,7.33
professional daughter get,Seinen,386,3.51
box image wrong,Chibi,426,4.97
house argue record,Dzesei,139,1.42
weight economy morning,Dzesei,216,1.8
weight home while,Dzesei,412,3.57
produce activity professor,Multiplication,374,9.5
car successful imagine,Seinen,248,7.85
analysis time economy,Sedze,468,7.44
sell fight PM,Realistic,323,2.52
risk late data,Dzesei,264,9.86
yes issue back,Dzesei,409,1.12
hard blood these,Multiplication,82,8.27
occur we for,Dzesei,385,8.95
line lay ok,Senen,105,3.82
brother the close,Dzesei,106,3.58
become move theory,Seinen,157,2.45
but strategy through,Seinen,490,6.98
soldier life stop,Komodo,298,8.38
decision interview cost,Komodo,80,6.02
case gas skill,Dzesei,487,5.11
character crime under,Sedze,405,6.43
light strategy affect,Chibi,108,1.7
nearly prove rather,Sedze,327,5.62
change thus page,Realistic,137,6.25
option agency another,Multiplication,329,9.95
nice nor which,Multiplication,490,3.72
would religious must,Dzesei,214,8.19
only and walk,Realistic,320,2.38
base stage describe,Komodo,216,4.56
word police concern,Dzesei,207,7.45
politics dream moment,Moe,194,1.75
sometimes approach cup,Sedze,442,7.7
difference across detail,Chibi,77,8.13
view care box,Chibi,244,2.93
financial water several,Dzesei,432,6.01
us someone meet,Komodo,389,2.67
perform cut within,Multiplication,475,4.68
popular young draw,Multiplication,453,7.32
head occur customer,Seinen,290,2.25
of only always,Realistic,54,3.82
hope easy open,Realistic,134,6.96
imagine do center,Senen,199,4.55
could suffer team,Chibi,68,8.0
there spring their,Realistic,64,6.94
that skin free,Multiplication,242,5.85
generation consider story,Dzesei,271,3.53
voice either improve,Senen,406,1.72
other west television,Komodo,311,5.53
have-positive_main_82,Multiplication,270,5.58
movement-read_store_88,Dzesei,407,8.47
